Version 0.61
                                                                                                                                                                                                                                                                            ;
+-------------------------------------------------+-------------+---------------------------+---------------+-------------+------+--------------+---------+-----------+------+--------------+--------------+-------------------+------------------+-----------------------------------------------------------------------------------------------------------------------+--------------+
; Compilation Hierarchy Node                      ; Logic Cells ; Dedicated Logic Registers ; I/O Registers ; Memory Bits ; M9Ks ; DSP Elements ; DSP 9x9 ; DSP 18x18 ; Pins ; Virtual Pins ; LUT-Only LCs ; Register-Only LCs ; LUT/Register LCs ; Full Hierarchy Name                                                                                                   ; Library Name ;
+-------------------------------------------------+-------------+---------------------------+---------------+-------------+------+--------------+---------+-----------+------+--------------+--------------+-------------------+------------------+-----------------------------------------------------------------------------------------------------------------------+--------------+
; |jt12                                           ; 2412 (1)    ; 1464 (0)                  ; 0 (0)         ; 7350        ; 7    ; 0            ; 0       ; 0         ; 77   ; 0            ; 948 (1)      ; 97 (0)            ; 1367 (1)         ; |jt12                                                                                                                 ; work         ;
;    |jt12_acc:u_acc|                             ; 173 (171)   ; 95 (93)                   ; 0 (0)         ; 280         ; 2    ; 0            ; 0       ; 0         ; 0    ; 0            ; 65 (65)      ; 27 (27)           ; 81 (79)          ; |jt12|jt12_acc:u_acc                                                                                                  ; work         ;
;       |jt12_sh:u_acc|                           ; 2 (0)       ; 2 (0)                     ; 0 (0)         ; 280         ; 2    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 2 (0)            ; |jt12|jt12_acc:u_acc|jt12_sh:u_acc                                                                                    ; work         ;
;          |altshift_taps:bits_rtl_0|             ; 2 (0)       ; 2 (0)                     ; 0 (0)         ; 280         ; 2    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 2 (0)            ; |jt12|jt12_acc:u_acc|jt12_sh:u_acc|altshift_taps:bits_rtl_0                                                           ; work         ;
;             |shift_taps_jmm:auto_generated|     ; 2 (0)       ; 2 (0)                     ; 0 (0)         ; 280         ; 2    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 2 (0)            ; |jt12|jt12_acc:u_acc|jt12_sh:u_acc|altshift_taps:bits_rtl_0|shift_taps_jmm:auto_generated                             ; work         ;
;                |altsyncram_rc81:altsyncram2|    ; 0 (0)       ; 0 (0)                     ; 0 (0)         ; 280         ; 2    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 0 (0)            ; |jt12|jt12_acc:u_acc|jt12_sh:u_acc|altshift_taps:bits_rtl_0|shift_taps_jmm:auto_generated|altsyncram_rc81:altsyncram2 ; work         ;
;                |cntr_unf:cntr1|                 ; 2 (2)       ; 2 (2)                     ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 2 (2)            ; |jt12|jt12_acc:u_acc|jt12_sh:u_acc|altshift_taps:bits_rtl_0|shift_taps_jmm:auto_generated|cntr_unf:cntr1              ; work         ;
;    |jt12_eg:u_eg|                               ; 674 (58)    ; 420 (50)                  ; 0 (0)         ; 30          ; 1    ; 0            ; 0       ; 0         ; 0    ; 0            ; 249 (12)     ; 24 (3)            ; 401 (21)         ; |jt12|jt12_eg:u_eg                                                                                                    ; work         ;
;       |altshift_taps:eg_V_rtl_0|                ; 5 (0)       ; 2 (0)                     ; 0 (0)         ; 30          ; 1    ; 0            ; 0       ; 0         ; 0    ; 0            ; 3 (0)        ; 0 (0)             ; 2 (0)            ; |jt12|jt12_eg:u_eg|altshift_taps:eg_V_rtl_0                                                                           ; work         ;
;          |shift_taps_cmm:auto_generated|        ; 5 (0)       ; 2 (0)                     ; 0 (0)         ; 30          ; 1    ; 0            ; 0       ; 0         ; 0    ; 0            ; 3 (0)        ; 0 (0)             ; 2 (0)            ; |jt12|jt12_eg:u_eg|altshift_taps:eg_V_rtl_0|shift_taps_cmm:auto_generated                                             ; work         ;
;             |altsyncram_dc81:altsyncram2|       ; 0 (0)       ; 0 (0)                     ; 0 (0)         ; 30          ; 1    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 0 (0)            ; |jt12|jt12_eg:u_eg|altshift_taps:eg_V_rtl_0|shift_taps_cmm:auto_generated|altsyncram_dc81:altsyncram2                 ; work         ;
;             |cntr_tnf:cntr1|                    ; 5 (5)       ; 2 (2)                     ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 3 (3)        ; 0 (0)             ; 2 (2)            ; |jt12|jt12_eg:u_eg|altshift_taps:eg_V_rtl_0|shift_taps_cmm:auto_generated|cntr_tnf:cntr1                              ; work         ;
;       |jt12_eg_cnt:u_egcnt|                     ; 20 (20)     ; 17 (17)                   ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 3 (3)        ; 0 (0)             ; 17 (17)          ; |jt12|jt12_eg:u_eg|jt12_eg_cnt:u_egcnt                                                                                ; work         ;
;       |jt12_eg_comb:u_comb|                     ; 259 (0)     ; 0 (0)                     ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 225 (0)      ; 0 (0)             ; 34 (0)           ; |jt12|jt12_eg:u_eg|jt12_eg_comb:u_comb                                                                                ; work         ;
;          |jt12_eg_ctrl:u_ctrl|                  ; 36 (36)     ; 0 (0)                     ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 28 (28)      ; 0 (0)             ; 8 (8)            ; |jt12|jt12_eg:u_eg|jt12_eg_comb:u_comb|jt12_eg_ctrl:u_ctrl                                                            ; work         ;
;          |jt12_eg_final:u_final|                ; 66 (66)     ; 0 (0)                     ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 64 (64)      ; 0 (0)             ; 2 (2)            ; |jt12|jt12_eg:u_eg|jt12_eg_comb:u_comb|jt12_eg_final:u_final                                                          ; work         ;
;          |jt12_eg_pure:u_pure|                  ; 78 (78)     ; 0 (0)                     ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 70 (70)      ; 0 (0)             ; 8 (8)            ; |jt12|jt12_eg:u_eg|jt12_eg_comb:u_comb|jt12_eg_pure:u_pure                                                            ; work         ;
;          |jt12_eg_step:u_step|                  ; 79 (79)     ; 0 (0)                     ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 63 (63)      ; 0 (0)             ; 16 (16)          ; |jt12|jt12_eg:u_eg|jt12_eg_comb:u_comb|jt12_eg_step:u_step                                                            ; work         ;
;       |jt12_sh:u_cntsh|                         ; 24 (24)     ; 24 (24)                   ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 21 (21)           ; 3 (3)            ; |jt12|jt12_eg:u_eg|jt12_sh:u_cntsh                                                                                    ; work         ;
;       |jt12_sh_rst:u_egsh|                      ; 210 (210)   ; 210 (210)                 ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 210 (210)        ; |jt12|jt12_eg:u_eg|jt12_sh_rst:u_egsh                                                                                 ; work         ;
;       |jt12_sh_rst:u_egstate|                   ; 78 (78)     ; 72 (72)                   ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 6 (6)        ; 0 (0)             ; 72 (72)          ; |jt12|jt12_eg:u_eg|jt12_sh_rst:u_egstate                                                                              ; work         ;
;       |jt12_sh_rst:u_konsh|                     ; 24 (24)     ; 24 (24)                   ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 24 (24)          ; |jt12|jt12_eg:u_eg|jt12_sh_rst:u_konsh                                                                                ; work         ;
;       |jt12_sh_rst:u_ssg_inv|                   ; 21 (21)     ; 21 (21)                   ; 0 (0)         ; 0           ; 0    ; 0            ; 0       ; 0         ; 0    ; 0            ; 0 (0)        ; 0 (0)             ; 21 (21)          ; |jt12|jt12_eg:u_eg|jt12_sh_rst:u_ssg_inv                                                                              ; work         ;
